TIMESTAMP,CARS_ID,BAROMETRIC_PRESSURE(KPA),ENGINE_COOLANT_TEMP,FUEL_LEVEL,ENGINE_LOAD,AMBIENT_AIR_TEMP,ENGINE_RPM,INTAKE_MANIFOLD_PRESSURE,MAF,LONG TERM FUEL TRIM BANK 2,AIR_INTAKE_TEMP,FUEL_PRESSURE,SPEED,SHORT TERM FUEL TRIM BANK 2,SHORT TERM FUEL TRIM BANK 1,ENGINE_RUNTIME,THROTTLE_POS,DTC_NUMBER,TROUBLE_CODES,TIMING_ADVANCE,EQUIV_RATIO,MIN,HOURS,DAYS_OF_WEEK,MONTHS,YEAR
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,13,1,5,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,13,1,5,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,13,1,5,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,13,1,5,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,13,1,5,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,13,1,5,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,13,1,5,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,13,1,5,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,13,1,5,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,13,1,5,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,13,1,5,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,13,1,5,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,13,1,5,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,13,1,5,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,13,1,5,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,13,1,5,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,13,1,5,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,13,1,5,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,13,1,5,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,13,1,5,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,13,1,5,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,13,1,5,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,13,1,5,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,13,1,5,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,13,1,5,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,13,1,5,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,13,1,5,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,13,1,5,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,13,1,5,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,13,1,5,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,13,1,5,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,13,1,5,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,13,1,5,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,13,1,5,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,13,1,5,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,13,1,5,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,13,1,5,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,13,1,5,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,13,1,5,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,13,1,5,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,13,1,5,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,13,1,5,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,13,1,5,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,13,1,5,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,13,1,5,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,13,1,5,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,13,1,5,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,13,1,5,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,13,1,5,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,13,1,5,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,13,1,5,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,13,1,5,8,2017
1.50E+12,carID1,100,34,51.00%,40.40%,31,997,73,6.42,,33,,9,,,0:01:00,28%,MIL is OFF0 codes,,52.90%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,35,54.10%,35.30%,31,1678,50,9.24,,33,,6,,,0:01:10,30%,MIL is OFF0 codes,,75.30%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,37,53.70%,36.10%,31,1072,52,5.58,,33,,8,,,0:01:18,26%,MIL is OFF0 codes,,54.10%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,38,49.00%,40.00%,31,1035,52,5.84,,33,,0,,,0:01:26,27%,MIL is OFF0 codes,,54.10%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,39,48.20%,45.10%,31,991,64,6.51,,34,,3,,,0:01:33,28%,MIL is OFF0 codes,,52.50%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,40,44.70%,35.70%,31,1004,52,5.57,,34,,0,,,0:01:42,26%,MIL is OFF0 codes,,56.10%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,42,41.20%,35.30%,31,1010,49,5.05,,34,,0,,,0:01:50,26%,MIL is OFF0 codes,,57.30%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,43,38.80%,52.90%,31,972,80,6.79,,35,,8,,,0:01:58,29%,MIL is OFF0 codes,,54.90%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,44,37.60%,38.40%,31,1986,49,8.93,,35,,19,,,0:02:06,29%,MIL is OFF0 codes,,74.10%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,46,40.40%,25.10%,31,1510,41,6.15,,35,,25,,,0:02:14,27%,MIL is OFF0 codes,,74.90%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,48,41.20%,24.30%,31,2109,38,6.57,,36,,19,,,0:02:22,27%,MIL is OFF0 codes,,78.80%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,50,44.70%,31.00%,31,1096,78,4.8,,36,,18,,,0:02:30,26%,MIL is OFF0 codes,,60.80%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,51,38.40%,39.60%,31,1553,45,9.26,,36,,17,,,0:02:38,31%,MIL is OFF0 codes,,68.60%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,52,40.40%,31.40%,31,1106,52,5.17,,36,,0,,,0:02:46,26%,MIL is OFF0 codes,,60.80%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,53,42.40%,32.20%,31,1052,63,10,,37,,16,,,0:02:54,31%,MIL is OFF0 codes,,56.90%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,54,41.20%,42.40%,31,1804,37,11.46,,37,,33,,,0:03:02,32%,MIL is OFF0 codes,,71.40%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,56,43.90%,20.00%,31,1558,30,4.61,,37,,37,,,0:03:10,25%,MIL is OFF0 codes,,67.10%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,57,44.70%,21.60%,31,1377,38,4.35,,37,,29,,,0:03:18,24%,MIL is OFF0 codes,,68.20%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,59,44.70%,32.20%,31,1112,46,4.89,,37,,11,,,0:03:26,26%,MIL is OFF0 codes,,58.00%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,59,45.90%,32.20%,31,1119,79,5.08,,38,,22,,,0:03:34,26%,MIL is OFF0 codes,,58.40%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,61,51.00%,50.60%,31,1460,63,10.51,,38,,37,,,0:03:42,32%,MIL is OFF0 codes,,67.10%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,62,51.40%,21.60%,31,1303,31,4.08,,38,,42,,,0:03:50,24%,MIL is OFF0 codes,,72.50%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,64,53.30%,23.10%,31,1219,49,4.12,,38,,33,,,0:03:58,24%,MIL is OFF0 codes,,72.50%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,65,55.30%,30.20%,31,1137,75,4.77,,38,,23,,,0:04:06,26%,MIL is OFF0 codes,,60.40%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,65,55.30%,53.30%,31,1345,90,10.46,,39,,32,,,0:04:14,32%,MIL is OFF0 codes,,63.90%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,67,53.70%,60.80%,31,1948,68,17.25,,39,,40,,,0:04:22,35%,MIL is OFF0 codes,,65.10%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,68,53.70%,42.70%,31,2001,59,12.2,,38,,38,,,0:04:30,32%,MIL is OFF0 codes,,71.40%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,70,54.50%,43.10%,31,1914,60,11.8,,38,,38,,,0:04:38,32%,MIL is OFF0 codes,,71.40%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,72,52.90%,29.40%,31,1870,31,7.73,,38,,33,,,0:04:46,29%,MIL is OFF0 codes,,74.10%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,73,52.50%,16.90%,31,1506,28,3.69,,38,,29,,,0:04:54,23%,MIL is OFF0 codes,,75.30%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,74,60.40%,17.30%,31,1808,62,4.45,,38,,41,,,0:05:02,24%,MIL is OFF0 codes,,73.70%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,75,57.60%,29.80%,31,1408,30,5.37,,38,,41,,,0:05:11,26%,MIL is OFF0 codes,,65.50%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,76,56.90%,24.70%,31,1189,98,4.11,,38,,27,,,0:05:18,24%,MIL is OFF0 codes,,65.90%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,76,44.70%,63.50%,31,1595,28,15.36,,38,,39,,,0:05:26,37%,MIL is OFF0 codes,,62.00%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,77,45.10%,43.90%,31,1658,62,10.72,,38,,45,,,0:05:34,32%,MIL is OFF0 codes,,69.80%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,79,46.30%,40.80%,31,1961,51,11.79,,37,,51,,,0:05:42,32%,MIL is OFF0 codes,,71.00%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,80,47.50%,17.30%,31,1548,48,3.83,,38,,44,,,0:05:50,24%,MIL is OFF0 codes,,73.30%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,81,47.10%,32.90%,31,1457,49,7.02,,37,,45,,,0:05:58,29%,MIL is OFF0 codes,,69.40%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,82,47.50%,32.50%,31,1459,49,6.88,,37,,45,,,0:06:06,29%,MIL is OFF0 codes,,69.40%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,83,47.50%,32.50%,31,1457,29,6.92,,37,,44,,,0:06:14,29%,MIL is OFF0 codes,,68.60%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,83,46.30%,18.40%,31,1384,31,3.65,,37,,42,,,0:06:22,23%,MIL is OFF0 codes,,74.50%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,84,47.50%,18.00%,31,1408,29,3.73,,37,,45,,,0:06:30,23%,MIL is OFF0 codes,,74.50%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,85,49.40%,37.30%,31,1493,52,7.88,,37,,52,,,0:06:38,29%,MIL is OFF0 codes,,69.00%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,86,50.20%,25.10%,31,1819,25,6.86,,37,,61,,,0:06:46,28%,MIL is OFF0 codes,,75.30%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,82,52.90%,16.90%,31,2054,26,5.05,,37,,65,,,0:06:54,25%,MIL is OFF0 codes,,49.40%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,77,53.30%,16.10%,31,2337,25,5.56,,37,,32,,,0:07:02,26%,MIL is OFF0 codes,,68.60%,1.00%,6,16,6,8,2017
1.50E+12,carID1,101,78,44.70%,69.80%,31,1583,99,16.23,,36,,48,,,0:07:10,50%,MIL is OFF0 codes,,60.40%,1.00%,6,16,6,8,2017
1.50E+12,carID1,101,79,38.00%,61.20%,31,2349,29,21.92,,35,,64,,,0:07:19,38%,MIL is OFF0 codes,,70.20%,1.00%,6,16,6,8,2017
1.50E+12,carID1,101,80,40.00%,17.30%,31,1829,26,4.9,,36,,50,,,0:07:27,25%,MIL is OFF0 codes,,48.60%,1.00%,6,16,6,8,2017
1.50E+12,carID1,101,81,44.30%,36.50%,31,1654,60,9.01,,35,,60,,,0:07:35,31%,MIL is OFF0 codes,,71.00%,1.00%,6,16,6,8,2017
1.50E+12,carID1,101,83,46.30%,34.50%,31,2020,67,10.7,,35,,64,,,0:07:43,31%,MIL is OFF0 codes,,72.20%,1.00%,6,16,6,8,2017
1.50E+12,carID1,101,82,43.10%,47.10%,31,2066,67,14.31,,35,,65,,,0:07:51,33%,MIL is OFF0 codes,,67.80%,1.00%,6,16,6,8,2017
1.50E+12,carID1,101,79,43.50%,45.50%,31,2127,67,14.63,,34,,67,,,0:07:59,33%,MIL is OFF0 codes,,69.00%,1.00%,6,16,6,8,2017
1.50E+12,carID1,101,79,45.50%,45.10%,31,2201,41,15.04,,34,,68,,,0:08:07,33%,MIL is OFF0 codes,,69.40%,1.00%,6,16,6,8,2017
1.50E+12,carID1,101,79,42.70%,36.10%,31,2189,67,13.47,,34,,67,,,0:08:15,33%,MIL is OFF0 codes,,73.30%,1.00%,6,16,6,8,2017
1.50E+12,carID1,101,79,38.40%,45.10%,31,2137,45,14.62,,34,,67,,,0:08:23,33%,MIL is OFF0 codes,,71.40%,1.00%,6,16,6,8,2017
1.50E+12,carID1,101,79,42.00%,16.50%,31,2306,49,5.57,,34,,72,,,0:08:31,26%,MIL is OFF0 codes,,49.40%,1.00%,6,16,6,8,2017
1.50E+12,carID1,101,79,44.30%,16.10%,31,2094,34,5.03,,34,,44,,,0:08:39,25%,MIL is OFF0 codes,,49.40%,1.00%,6,16,6,8,2017
1.50E+12,carID1,101,79,49.00%,24.30%,31,1100,64,7.55,,34,,39,,,0:08:47,32%,MIL is OFF0 codes,,65.90%,1.00%,6,16,6,8,2017
1.50E+12,carID1,101,79,46.70%,16.50%,31,1943,96,4.75,,34,,33,,,0:08:55,25%,MIL is OFF0 codes,,49.00%,1.00%,6,16,6,8,2017
1.50E+12,carID1,101,79,45.90%,40.00%,31,2371,70,14.82,,34,,43,,,0:09:03,33%,MIL is OFF0 codes,,70.60%,1.00%,6,16,6,8,2017
1.50E+12,carID1,101,79,50.60%,68.20%,31,2198,100,21.56,,35,,52,,,0:09:11,56%,MIL is OFF0 codes,,62.40%,1.00%,6,16,6,8,2017
1.50E+12,carID1,101,79,50.20%,16.90%,31,2552,32,6.42,,35,,24,,,0:09:19,27%,MIL is OFF0 codes,,63.10%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,80,46.30%,67.10%,31,1399,84,14.25,,35,,34,,,0:09:27,52%,MIL is OFF0 codes,,56.90%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,80,38.00%,63.10%,31,1642,72,14.15,,35,,33,,,0:09:35,35%,MIL is OFF0 codes,,67.80%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,80,41.60%,47.80%,31,2051,26,14.32,,35,,39,,,0:09:43,33%,MIL is OFF0 codes,,69.40%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,80,38.80%,15.70%,31,1732,27,4.08,,36,,26,,,0:09:51,24%,MIL is OFF0 codes,,48.20%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,80,33.70%,65.90%,31,1178,99,10.39,,36,,23,,,0:09:59,48%,MIL is OFF0 codes,,45.90%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,80,31.00%,49.40%,31,2346,63,17.55,,36,,35,,,0:10:07,35%,MIL is OFF0 codes,,70.20%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,80,31.40%,38.00%,31,2928,27,13.52,,36,,19,,,0:10:15,32%,MIL is OFF0 codes,,71.40%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,80,33.30%,34.50%,31,1812,55,9.12,,36,,27,,,0:10:23,30%,MIL is OFF0 codes,,73.30%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,81,35.30%,16.90%,31,1506,49,3.71,,36,,17,,,0:10:31,23%,MIL is OFF0 codes,,75.70%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,81,32.50%,17.30%,31,2355,74,5.54,,37,,37,,,0:10:39,25%,MIL is OFF0 codes,,63.90%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,81,32.90%,32.20%,31,2051,47,9.64,,37,,41,,,0:10:47,31%,MIL is OFF0 codes,,74.10%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,81,27.10%,16.50%,31,1631,28,4.11,,37,,44,,,0:10:55,24%,MIL is OFF0 codes,,64.70%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,81,26.30%,20.40%,31,1325,56,3.73,,37,,30,,,0:11:03,23%,MIL is OFF0 codes,,67.80%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,81,41.20%,58.40%,31,1234,64,10.49,,37,,46,,,0:11:11,33%,MIL is OFF0 codes,,59.20%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,81,42.40%,34.10%,31,1647,42,8.23,,37,,51,,,0:11:19,30%,MIL is OFF0 codes,,69.80%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,80,42.70%,32.20%,31,1635,47,7.59,,37,,50,,,0:11:27,29%,MIL is OFF0 codes,,71.40%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,80,39.20%,38.40%,31,1689,37,9.39,,37,,53,,,0:11:35,30%,MIL is OFF0 codes,,71.00%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,80,42.70%,17.30%,31,1591,65,4.09,,37,,50,,,0:11:43,24%,MIL is OFF0 codes,,47.80%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,80,43.90%,21.20%,31,1758,26,5.15,,37,,54,,,0:11:51,25%,MIL is OFF0 codes,,76.10%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,80,45.50%,16.90%,31,1686,28,4.21,,37,,51,,,0:11:59,24%,MIL is OFF0 codes,,48.20%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,79,47.10%,16.90%,31,1499,27,3.65,,37,,46,,,0:12:07,23%,MIL is OFF0 codes,,69.00%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,79,47.50%,16.50%,31,1447,62,3.55,,37,,46,,,0:12:15,23%,MIL is OFF0 codes,,72.20%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,80,43.50%,38.80%,31,1583,66,7.72,,37,,53,,,0:12:23,29%,MIL is OFF0 codes,,70.20%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,80,39.20%,46.70%,31,1869,61,12.79,,37,,63,,,0:12:31,33%,MIL is OFF0 codes,,69.80%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,80,35.70%,39.20%,31,2099,58,12.18,,36,,68,,,0:12:39,32%,MIL is OFF0 codes,,70.60%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,80,33.70%,24.70%,31,2177,26,8,,36,,61,,,0:12:47,29%,MIL is OFF0 codes,,76.10%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,80,34.50%,22.00%,31,1299,30,3.61,,37,,25,,,0:12:56,23%,MIL is OFF0 codes,,63.90%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,80,36.10%,72.50%,31,1759,75,18.96,,37,,46,,,0:13:03,48%,MIL is OFF0 codes,,60.00%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,80,34.50%,58.00%,31,2168,72,18.93,,37,,56,,,0:13:11,36%,MIL is OFF0 codes,,67.10%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,81,33.70%,49.00%,31,1903,68,13.94,,36,,64,,,0:13:19,33%,MIL is OFF0 codes,,69.00%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,81,34.10%,47.10%,31,2209,65,15.59,,36,,73,,,0:13:28,34%,MIL is OFF0 codes,,70.60%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,81,36.50%,44.70%,31,2479,54,16.67,,36,,79,,,0:13:35,34%,MIL is OFF0 codes,,72.20%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,81,38.40%,36.10%,31,2611,47,13.33,,36,,81,,,0:13:44,32%,MIL is OFF0 codes,,74.90%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,81,41.60%,31.40%,31,2627,25,11.73,,36,,75,,,0:13:51,32%,MIL is OFF0 codes,,73.30%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,82,47.80%,15.30%,31,1950,24,4.49,,36,,33,,,0:13:59,24%,MIL is OFF0 codes,,49.00%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,82,50.20%,29.80%,31,1062,70,6.66,,37,,21,,,0:14:08,33%,MIL is OFF0 codes,,63.10%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,82,44.70%,59.60%,31,2406,68,21.29,,38,,41,,,0:14:16,37%,MIL is OFF0 codes,,65.10%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,81,42.40%,57.60%,31,2354,79,19.68,,38,,48,,,0:14:24,38%,MIL is OFF0 codes,,76.90%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,82,43.90%,54.10%,31,2740,28,20.63,,37,,59,,,0:14:32,35%,MIL is OFF0 codes,,67.80%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,83,45.90%,52.20%,31,3063,47,26.12,,37,,74,,,0:14:40,39%,MIL is OFF0 codes,,72.20%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,83,40.00%,17.60%,31,2436,68,9.91,,37,,74,,,0:14:48,31%,MIL is OFF0 codes,,55.30%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,84,34.50%,52.20%,31,2406,57,18.55,,37,,69,,,0:14:56,35%,MIL is OFF0 codes,,68.60%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,83,37.30%,55.70%,31,2136,78,17.14,,36,,66,,,0:15:04,35%,MIL is OFF0 codes,,68.20%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,83,40.80%,54.10%,31,2158,79,17.14,,36,,70,,,0:15:12,35%,MIL is OFF0 codes,,67.80%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,83,44.30%,31.80%,31,2312,26,10.86,,36,,62,,,0:15:20,31%,MIL is OFF0 codes,,73.30%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,83,49.00%,16.50%,31,2396,36,5.5,,36,,20,,,0:15:28,26%,MIL is OFF0 codes,,50.60%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,83,47.80%,70.60%,31,1513,77,15.25,,36,,45,,,0:15:36,39%,MIL is OFF0 codes,,58.00%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,83,45.10%,51.80%,31,1594,63,11.92,,36,,56,,,0:15:44,33%,MIL is OFF0 codes,,65.10%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,83,43.10%,33.70%,31,1953,43,9.65,,36,,63,,,0:15:52,31%,MIL is OFF0 codes,,73.70%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,83,40.40%,26.70%,31,2011,28,7.86,,36,,60,,,0:16:00,29%,MIL is OFF0 codes,,75.70%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,83,39.60%,32.50%,31,1941,52,9.57,,36,,60,,,0:16:08,31%,MIL is OFF0 codes,,74.50%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,82,43.50%,16.90%,31,1623,28,4.03,,36,,44,,,0:16:16,24%,MIL is OFF0 codes,,48.20%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,82,49.40%,16.90%,31,1806,41,4.36,,36,,14,,,0:16:24,24%,MIL is OFF0 codes,,48.60%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,82,55.70%,30.60%,31,1006,47,4.52,,36,,0,,,0:16:32,25%,MIL is OFF0 codes,,52.20%,1.00%,6,16,6,8,2017
1.50E+12,carID1,100,82,54.10%,31.00%,31,999,48,4.34,,37,,0,,,0:16:40,25%,MIL is OFF0 codes,,56.50%,,6,16,6,8,2017
1.50E+12,carID1,100,81,53.30%,30.60%,31,1011,47,4.28,,38,,0,,,0:16:48,24%,MIL is OFF0 codes,,58.80%,1.00%,6,16,6,8,2017
